Player,First Event Date,Latest Event Date,Latest JPAR Out,Total Events,Ave Weighted JPAR Contribution,Ave Competition Strength,12-Month Avg Completion Time
Amber Mouser,1/27/2025,1/27/2025,1.48252103,1,0.25,0.8391706504,211.1833333
Dominik Kardaš,9/19/2024,9/19/2024,1.482919133,1,0.75,0.8167563493,177.1653543
Marta Katona,7/20/2024,7/20/2024,1.484229672,1,0.75,0.82879534,174.95
Erika Jodice,6/21/2024,6/21/2024,1.485504445,1,0.5,0.9335207848,167.5977654
Jane Friedmann,1/26/2025,1/26/2025,1.486953191,1,1,0.8124605919,163
Dora Barnes,6/1/2024,6/1/2024,1.487820843,1,0.25,0.8471714519,129.1
Gail Wright,3/22/2024,3/22/2024,1.48951792,1,0.75,0.8680353545,158.3113456
Anna Martina Pannwitz Sjöberg,11/23/2024,11/23/2024,1.489568235,1,0.75,0.7202376004,161.2903226
Anette Abegaz Brandt,3/9/2024,3/9/2024,1.490783343,1,0.75,0.6661294073,146.3414634
Anette Jansson,3/9/2024,3/9/2024,1.490783343,1,0.75,0.6661294073,146.3414634
Daima Perdomo Espinosa,6/15/2024,6/15/2024,1.490920393,1,0.75,0.8884098359,207.1823204
Asmaa Anis Omran,7/20/2024,7/20/2024,1.492301308,1,0.75,#NUM!,333.3333333
Feby Nosehy Mories Agaiby,7/20/2024,7/20/2024,1.492301308,1,0.75,#NUM!,333.3333333
Engy Hany,7/20/2024,7/20/2024,1.492301308,1,0.75,#NUM!,333.3333333
Jennifer Leggio,8/30/2024,8/30/2024,1.492594289,1,0.5,1.055018352,147.3333333
Paloma Bango Díez,3/2/2024,6/15/2024,1.492731318,3,0.7,0.9400953179,237.7972002
Anette Koldsø,6/1/2024,6/1/2024,1.493995089,1,0.75,0.6873398164,163.9344262
April Amey,10/12/2024,10/12/2024,1.495106157,1,0.75,0.7989872303,184.0490798
Marta Moreno Guillamón,11/23/2024,11/23/2024,1.496662532,1,0.75,0.8105910354,271.4932127
Kerri Martin,4/13/2024,4/13/2024,1.497024572,1,0.5,0.9527046955,165.5
Andrea Lorenzen,6/8/2024,6/8/2024,1.498115365,1,0.75,0.8463480512,167.5977654
Patricia Mosulén Sánchez,3/16/2024,3/16/2024,1.499386755,1,0.75,0.9537845901,289.8550725
Casey Bagnoux,12/7/2024,12/7/2024,1.499892873,1,0.75,0.6626130003,163.3
Lojaina Mohamed,7/20/2024,7/20/2024,1.500638187,1,0.75,#NUM!,335.1955307
Meghan Hannah,10/26/2024,10/26/2024,1.501282479,1,0.25,0.8791682274,142.2833333
Andrea Nixon,9/14/2024,9/14/2024,1.501975504,1,0.25,0.846754312,138.7
Zoe Costello,12/7/2024,2/8/2025,1.502069878,2,0.25,0.8649782172,126.5416667
Richard James Fletcher,9/18/2024,2/16/2025,1.502174755,3,0.4166666667,0.8056822304,137.1089744
Brita Reimer,6/1/2024,6/1/2024,1.502457232,1,0.75,0.7426757369,148.5148515
Sara Smania,9/19/2024,9/19/2024,1.503787185,1,0.75,0.8013138705,126.4044944
Alexis Cooper,9/7/2024,9/7/2024,1.504026139,1,0.75,0.9146474431,202.7027027
Hannah Sitzman,7/6/2024,1/27/2025,1.504606705,3,0.5,0.9429553129,171.1666667
Julia Corredor Fernández,6/15/2024,6/15/2024,1.505196892,1,0.625,0.8884098359,234.375
Juan Manuel Rosas Pineda,9/18/2024,9/18/2024,1.506228165,1,0.75,0.8181767181,127.4787535
Maria Carolina Da Conceição Matuck,10/19/2024,10/19/2024,1.508210049,1,0.75,1.011170548,216.1383285
Carie DeMars,1/26/2025,1/26/2025,1.50884698,1,1,0.8124605919,165.4
Sally Adams,4/13/2024,10/19/2024,1.509597501,3,0.25,0.8516939085,141.0733333
Franco Assenza,9/18/2024,9/18/2024,1.509867647,1,0.75,0.8349054011,179.6414343
Anne Schmidt,10/26/2024,1/11/2025,1.511668477,3,0.25,0.8642079809,138.9888889
Joanne Tyers,12/7/2024,12/7/2024,1.515507189,1,0.75,0.6626130003,165
Lorena Moreno Salmerón,11/16/2024,11/16/2024,1.516437854,1,0.75,0.8597844945,227.2727273
Aletta Smits,9/19/2024,9/19/2024,1.516567246,1,0.75,0.8013138705,127.4787535
Mohamed Anwar,7/20/2024,7/20/2024,1.517594551,1,0.75,#NUM!,338.9830508
Hala Tarek Said Ragaa,7/20/2024,7/20/2024,1.517594551,1,0.75,#NUM!,338.9830508
Amal Ehab Gamal El,7/20/2024,7/20/2024,1.517594551,1,0.75,#NUM!,338.9830508
Pui Pui Man,7/20/2024,7/20/2024,1.51774043,1,0.75,0.82879534,178.9
Laurie Matthews,7/13/2024,7/13/2024,1.517774525,1,0.75,0.9564815336,146.6992665
Sharon Hulihan,8/30/2024,8/30/2024,1.518115762,1,0.5,0.86595886,153.3666667
Sarah Janssen,10/12/2024,1/26/2025,1.518785112,2,0.875,0.8057239111,179.0288168
Mathias Westermark,3/9/2024,3/9/2024,1.519815282,1,0.75,0.6669417255,143.5406699
Ricardo Caballero Muñoz,6/15/2024,1/25/2025,1.521304838,2,0.6666666667,0.905785544,186.4762316
Trina Wilson,6/21/2024,6/21/2024,1.521600492,1,0.375,0.9189035529,146.3494624
Yee Kwan (Hazel) Ho,12/7/2024,12/7/2024,1.521936613,1,0.75,0.6626130003,165.7
Michelle Kim,10/19/2024,10/19/2024,1.522001371,1,0.25,0.855579638,147.8166667
Elin Håkans,5/18/2024,5/18/2024,1.522365384,1,0.75,0.8569796897,306.122449
Marc Marshall,4/13/2024,4/13/2024,1.522647541,1,0.25,0.8564877819,135.2
Mariell Thimme,6/21/2024,6/21/2024,1.523812583,1,0.5,0.9335207848,171.9197708
Marianne McIver,8/17/2024,8/17/2024,1.524214757,1,0.25,0.8442310625,150
Lisa Karlsson,10/12/2024,10/12/2024,1.525806586,1,0.5,0.783371577,496.6887417
Marina Vittori,9/19/2024,9/19/2024,1.526070745,1,0.75,0.7268214647,163.3574007
Sarah Bartolo,12/7/2024,12/7/2024,1.527141386,1,0.75,0.6626130003,166.2666667
Maria De Haan Verhagen,3/9/2024,3/9/2024,1.528052927,1,0.75,0.6661294073,150
Audrey Gleser,8/24/2024,8/24/2024,1.528547374,1,0.25,0.8223678506,153
Karen Ford,4/20/2024,4/20/2024,1.528803383,1,0.5,0.8970621609,231.6602317
Rosa Maria González Plaza,3/23/2024,3/23/2024,1.529000093,1,0.75,0.8923580464,199.1665894
Manuela Fierro Chiriboga,1/2/2025,1/2/2025,1.530312546,1,0.75,0.8596302889,310.3448276
Corinna Falkenbach,2/8/2025,2/8/2025,1.530656994,1,0.75,0.7713452224,150.5016722
Maddy Martín,12/7/2024,12/7/2024,1.531274587,1,0.75,0.6626130003,166.7166667
Emma M Karlsson,3/9/2024,3/9/2024,1.531882633,1,0.75,0.6661294073,150.3759398
Jennifer Cadwell,10/12/2024,10/12/2024,1.53271889,1,0.75,0.7989872303,188.6792453
Athena Capley,7/13/2024,7/13/2024,1.532764891,1,0.75,0.9564815336,148.1481481
Rosa Mª Blanco Díaz,11/16/2024,1/25/2025,1.533276672,2,0.6666666667,0.9829735613,214.4120248
Kendelle Leckie,9/14/2024,9/14/2024,1.533355858,1,0.5,0.8469665926,149.8833333
Salma Ashraf,7/20/2024,7/20/2024,1.534938489,1,0.75,#NUM!,342.8571429
Kari Schumacher,3/22/2024,3/22/2024,1.535008097,1,0.75,0.8868433426,265.4867257
Sarah Cooper,9/7/2024,9/7/2024,1.535143921,1,0.75,0.9146474431,206.8965517
Maria Jesús Penya López,9/18/2024,9/18/2024,1.53568654,1,0.75,0.7845964089,171.7557252
Marta Barja de Quiroga García,6/29/2024,6/29/2024,1.535891027,1,0.75,0.9297572441,206.8965517
Naomi Fink,2/8/2025,2/8/2025,1.536303286,1,0.75,0.7465409582,155.1724138
Michael Nguyen,2/1/2025,2/1/2025,1.536889497,1,0.5,0.9322869062,187.5
Valerie Hutor,9/19/2024,9/19/2024,1.537169441,1,0.75,0.7268214647,164.5454545
Connie Buckwalter,6/1/2024,2/8/2025,1.538083258,3,0.3333333333,0.8679918751,133.6333333
Christopher Mogni,2/8/2025,2/8/2025,1.539929812,1,0.25,0.879413959,116.6333333
Bernd Lang Kabel,10/5/2024,10/5/2024,1.542526857,1,0.75,0.6850588247,292.2077922
Christine Anderson,12/7/2024,12/7/2024,1.542755702,1,0.75,0.6626130003,167.9666667
Fannie Henriksson,3/9/2024,3/9/2024,1.543487805,1,0.75,0.6661294073,151.5151515
Gustavo Márquez Hernández,10/19/2024,10/19/2024,1.543802027,1,0.75,1.011170548,221.2389381
Jan Moher,5/11/2024,5/11/2024,1.545437048,1,0.25,0.870778162,153.55
Mudita Gupta,9/18/2024,9/18/2024,1.545635298,1,0.75,0.8181767181,130.8139535
Beatriz Alonso López,3/16/2024,2/23/2025,1.546051681,7,0.75,0.9109177482,201.8060105
Tarso Gun Liang,10/19/2024,10/19/2024,1.548369488,1,0.75,1.011170548,221.8934911
Cuauhtemoc Guzmán Barrios,9/18/2024,9/18/2024,1.550538186,1,0.75,0.7845964089,121.2938005
Justin Wardyn,3/22/2024,3/22/2024,1.551206283,1,0.75,0.8868433426,216.6064982
Nina Carlson,3/9/2024,3/9/2024,1.552519436,1,0.25,0.8588174715,172.5166667
Sarah Miller,10/19/2024,10/19/2024,1.554778715,1,0.25,0.855579638,151
Dorthe Grønkjær,6/1/2024,6/1/2024,1.556391594,1,0.75,0.7426757369,153.8461538
Lyne Goyette,10/19/2024,10/19/2024,1.556394199,1,0.25,0.8032310537,142.1800948
Annie Donnell,3/22/2024,3/22/2024,1.556826595,1,0.75,0.8868433426,217.3913043
Cindy Grothe,6/1/2024,6/1/2024,1.560392601,1,0.75,0.7426757369,154.2416452
Bianca Henze,2/8/2025,2/8/2025,1.564354931,1,0.75,0.828958652,144.2307692
Anja Scheuermann,2/8/2025,2/8/2025,1.567350826,1,0.75,0.7713452224,154.109589
Danika Findler Adamson,11/2/2024,11/2/2024,1.569534905,1,0.75,0.9382762615,171.4285714
Kristin Paul,11/2/2024,11/2/2024,1.569534905,1,0.75,0.9382762615,171.4285714
Fiona Lavelle,1/4/2025,2/8/2025,1.570210487,2,0.25,0.8759026926,150
Heidi Haynes,3/22/2024,11/2/2024,1.570401181,3,0.75,0.9272003792,181.9463657
Niina Hakkarainen,5/18/2024,5/18/2024,1.57044008,1,0.75,0.8569796897,315.7894737
Kim Hirshfield,5/11/2024,2/21/2025,1.570453797,10,0.3,0.8850179416,154.0666667
Rose Bailey,8/30/2024,1/26/2025,1.570492824,2,0.75,0.9337394722,163.7166667
Stacey Salmon,5/4/2024,5/4/2024,1.572642029,1,0.6666666667,0.8847126624,144.1008041
Jil Kröner,10/5/2024,10/5/2024,1.573173086,1,0.75,0.6850588247,298.013245
Amy Zhao,3/23/2024,2/22/2025,1.574297857,3,0.5,0.899754956,140.2333333
Françoise Astier,2/8/2025,2/8/2025,1.574447544,1,0.75,0.828958652,145.1612903
Mindy Johnston,2/1/2025,2/1/2025,1.57629692,1,0.5,0.9322869062,192.3076923
Anna Karlsson,3/9/2024,3/9/2024,1.576384089,1,0.75,0.6669417255,148.8833747
Rachel Mireles,3/22/2024,3/22/2024,1.576891876,1,0.75,0.8680353545,167.5977654
Jay Komis,9/18/2024,9/18/2024,1.577740482,1,0.75,0.8181767181,133.5311573
Veronika Tomasu,2/8/2025,2/8/2025,1.578160142,1,0.75,0.7713452224,155.1724138
Phyllis Peterson,11/2/2024,11/2/2024,1.57855522,1,0.75,0.9382762615,172.4137931
Jean Doroff,1/26/2025,1/26/2025,1.582890559,1,1,0.8124605919,173.5166667
Wanida Schwirkmann,10/5/2024,10/5/2024,1.583660907,1,0.75,0.6850588247,300
Joana Andreia Pereira Ribeiro,6/29/2024,6/29/2024,1.584161819,1,0.75,0.9012923663,223.0483271
Gregory Jaimes Vanegas,1/2/2025,1/2/2025,1.584966565,1,0.75,0.8596302889,321.4285714
Colin Farrell,9/19/2024,10/31/2024,1.585858886,2,0.5,0.7963434756,158.6842105
Sarah Sands,3/22/2024,3/22/2024,1.586852531,1,0.5,0.8452521339,157.978203
Cheryl Rowen,2/22/2025,2/22/2025,1.587055516,1,0.5,0.8979381748,123.1666667
Rachelle Martineau,3/9/2024,2/8/2025,1.58823141,7,0.3269230769,0.8568589015,139.2203704
Katharina Böhm,2/8/2025,2/8/2025,1.589119588,1,0.75,0.7713452224,156.25
Taryn Fenwick Taylor,10/26/2024,2/8/2025,1.589897854,4,0.3125,0.859739389,144.6333333
Ernie Bodrogi,2/22/2025,2/22/2025,1.590276873,1,0.5,0.8979381748,123.4166667
Gene-A Salvati,2/1/2025,2/1/2025,1.591600774,1,0.5,0.9322869062,194.1747573
Theo Arvatti Fiolo Duarte,9/19/2024,1/2/2025,1.594398321,3,0.75,0.8958523953,238.8391273
Christie Dizzia,1/10/2025,1/10/2025,1.596132879,1,0.5,1.060508554,162.05
Bansei Domae,12/7/2024,12/7/2024,1.596858683,1,0.75,0.9371907605,245.0980392
Ashley Mixson,7/6/2024,9/14/2024,1.597252548,2,0.5,0.8532806575,163.8
Derya Demirci,9/18/2024,9/18/2024,1.597366045,1,0.75,0.8342361674,123.9669421
Lindsay Ince,2/16/2025,2/16/2025,1.601796238,1,0.25,0.8064261734,120
DeAnna Steiner,1/26/2025,1/26/2025,1.603111906,1,1,0.8124605919,175.7333333
Almudena Cantalejo Martín,3/2/2024,3/2/2024,1.606253737,1,0.75,0.9780915276,234.375
Laura Grover,5/18/2024,12/7/2024,1.607555121,6,0.2916666667,0.8598666564,153.905303
Kimberley Barratt,12/7/2024,12/7/2024,1.608733843,1,0.75,0.6626130003,175.15
Renee Messalle,6/1/2024,6/1/2024,1.609588878,1,0.5,0.8286885993,109.5833333
Margarita González Moratalla,6/15/2024,1/25/2025,1.612440454,2,0.6875,0.905785544,232.7586207
Vista Van Vogelpoel,9/18/2024,9/18/2024,1.615163996,1,0.75,0.8342361674,125.3481894
Fatimah Albllasi,9/18/2024,9/18/2024,1.616104992,1,0.75,0.8181767181,136.7781155
Mostafa Mohamed Ebrahim Kashwaa,7/20/2024,7/20/2024,1.618158045,1,0.75,#NUM!,361.4457831
Linda Janke,2/8/2025,2/8/2025,1.620101647,1,0.75,0.7465409582,163.6363636
Sophia Schmoll,2/8/2025,2/8/2025,1.620101647,1,0.75,0.7465409582,163.6363636
Martína Adam,2/8/2025,2/8/2025,1.620101647,1,0.75,0.7465409582,163.6363636
Leslie Harkins,4/20/2024,4/20/2024,1.622787197,1,0.5,0.8970621609,245.9016393
Kristin Cafferty,2/21/2025,2/21/2025,1.622893262,1,0.5,0.9560858073,148.4166667
Jody Murphy,11/16/2024,11/16/2024,1.629321399,1,0.75,0.8099387889,179.6407186
Tamara Nicol,12/7/2024,12/7/2024,1.629706014,1,0.75,0.6626130003,177.4333333
Katy Murphy,8/3/2024,8/3/2024,1.630892759,1,0.75,0.9129612063,198.6754967
Aurelia Linares Toledo,2/8/2025,2/8/2025,1.631400139,1,0.75,0.7221924397,315.7894737
Charles Byers,10/26/2024,10/26/2024,1.632304189,1,0.5,0.8327893755,156.0666667
Petr Mišík,9/18/2024,9/18/2024,1.632665534,1,0.75,0.7606868163,152.8156321
Juan Pablo Puertas Muñoz,9/19/2024,9/19/2024,1.637658521,1,0.75,0.8167563493,195.6521739
Yasmin Ahmed,2/8/2025,2/8/2025,1.637848116,1,0.75,0.828958652,151.0067114
Shadw Mohamed Ahmed,7/20/2024,7/20/2024,1.63789168,1,0.75,#NUM!,365.8536585
Chris Barletta,10/5/2024,10/5/2024,1.638269904,1,0.75,0.6850588247,310.3448276
Tanvi Nikhar,9/19/2024,9/19/2024,1.6384558,1,0.75,0.7268214647,175.3875969
Yolanda Orta-Swope,2/1/2025,2/1/2025,1.639348797,1,0.5,0.9322869062,200
Louise Lykkemark,6/1/2024,6/1/2024,1.642048656,1,0.75,0.6873398164,180.1801802
Andreas Nußbaumer,2/8/2025,2/8/2025,1.643362756,1,0.75,0.828958652,151.5151515
Rocío Recio Bernabéu,3/23/2024,6/29/2024,1.649425477,3,0.75,0.8783224283,237.8013794
Katharina Bitzer,10/5/2024,10/5/2024,1.649646778,1,0.75,0.6850588247,312.5
Chris Simon,2/1/2025,2/1/2025,1.650351138,1,0.5,0.9322869062,201.3422819
Carina Marú,6/29/2024,6/29/2024,1.651703602,1,0.75,0.9012923663,232.5581395
Brandy Clark-Smith,11/16/2024,11/16/2024,1.654083122,1,0.75,0.8099387889,182.3708207
Marietta Coufal,3/9/2024,6/1/2024,1.654390266,3,0.25,0.8337390698,161.7222222
Anne Höglund,3/9/2024,3/9/2024,1.656425937,1,0.75,0.6661294073,162.601626
Aubrey Delany,6/1/2024,8/30/2024,1.658939513,2,0.375,0.9510949022,168.325
Karen Patten,12/7/2024,12/7/2024,1.663260131,1,0.75,0.6626130003,181.0865191
Daniela Ferrari,9/19/2024,9/19/2024,1.664258253,1,0.75,0.7268214647,178.1496063
Keziah Striplin,7/13/2024,7/13/2024,1.664262147,1,0.75,0.9564815336,160.8579088
Peter Hubbard,11/2/2024,11/2/2024,1.664658232,1,0.75,0.9382762615,181.8181818
Jim Hazelton,2/21/2025,2/21/2025,1.665720877,1,0.5,0.9560858073,152.3333333
Robbin Harder,1/26/2025,1/26/2025,1.665904511,1,1,0.8124605919,182.6166667
Cristina Martí Barranco,2/8/2025,2/8/2025,1.666484013,1,0.75,0.7221924397,322.5806452
Nur Iffah Shafiqah Abdullah,9/19/2024,9/19/2024,1.670836349,1,0.75,0.7268214647,178.8537549
Ian Borreguero San Segundo López,6/15/2024,6/15/2024,1.670938645,1,0.75,0.8884098359,232.1981424
Lauren Ryan,12/7/2024,12/7/2024,1.673360901,1,0.75,0.6626130003,182.1862348
Vickey Renard,3/9/2024,3/9/2024,1.67457855,1,0.75,0.6661294073,164.3835616
Mª Carmen Martínez Rodríguez,2/23/2025,2/23/2025,1.67507779,1,0.75,0.9551746514,223.0483271
Kaviyaselvi Pugazhindi Rathinamala,6/8/2024,6/8/2024,1.676016565,1,0.75,0.8463480512,187.5
Sultan Ayşenur Turhal,2/8/2025,2/8/2025,1.676433851,1,0.75,0.7713452224,164.8351648
Dagmar Alberti,9/18/2024,9/18/2024,1.677282468,1,0.75,0.8181767181,141.955836
João Machado,6/29/2024,6/29/2024,1.677714683,1,0.75,0.9012923663,236.2204724
Susan Dias,4/20/2024,4/20/2024,1.677796933,1,0.5,0.8970621609,254.2372881
Bernd Holler,9/19/2024,2/8/2025,1.678197754,2,0.75,0.7778900583,163.6836769
Marietta Sternke,8/17/2024,2/8/2025,1.678828211,7,0.2857142857,0.8867622525,152.5190476
Ruth Hackwill,12/7/2024,12/7/2024,1.680163181,1,0.75,0.6626130003,182.9268293
Justin Seurer,10/12/2024,10/12/2024,1.680705542,1,0.75,0.7989872303,206.8965517
Steven Clancy,8/3/2024,8/3/2024,1.680988441,1,0.75,0.9129612063,204.778157
Matt Johnson,3/22/2024,3/22/2024,1.682527538,1,0.75,0.8236432317,198.6754967
Christian Deusy,9/18/2024,9/18/2024,1.683472274,1,0.75,0.7845964089,188.2845188
Radosław Janicki,9/18/2024,9/18/2024,1.683472274,1,0.75,0.7845964089,188.2845188
Michelle Roddy,11/2/2024,11/2/2024,1.685083487,1,0.75,0.9382762615,184.0490798
Alba Díaz Flores,6/15/2024,6/15/2024,1.686603695,1,0.75,0.8884098359,234.375
Rodrigo Jurado Villalobos,2/23/2025,2/23/2025,1.687625189,1,0.75,0.9551746514,224.7191011
Jaslyn Devine,3/9/2024,2/8/2025,1.688144297,2,0.25,0.8691157152,168.0666667
Rita Demaurex,9/19/2024,9/19/2024,1.689064843,1,0.75,0.8167563493,201.793722
Beatriz Casanova Navarro,11/23/2024,11/23/2024,1.689815478,1,0.75,0.8105910354,242.9149798
Laurie Kelley,1/26/2025,1/26/2025,1.690535024,1,1,0.8124605919,185.3166667
Gro Anita Barstad,9/18/2024,9/18/2024,1.690545687,1,0.75,0.7845964089,189.0756303
Margarida Miranda,6/29/2024,6/29/2024,1.691029879,1,0.75,0.9012923663,238.0952381
Joana Belo,6/29/2024,6/29/2024,1.691029879,1,0.75,0.9012923663,238.0952381
Roxana Dolhescu,5/4/2024,5/4/2024,1.69183476,1,0.75,0.8398926475,280.3738318
Elizabeth Chappuis,8/3/2024,8/3/2024,1.692541626,1,0.75,0.9129612063,206.185567
Karen Kee,8/30/2024,1/10/2025,1.693547721,2,0.5,0.9971008689,164.75
Scot Ross,9/19/2024,9/19/2024,1.694139993,1,0.75,0.8013138705,142.4050633
Julie Harmuth,3/22/2024,11/16/2024,1.696324686,2,0.75,0.8483910657,206.6069429
Megumi Shibata,9/19/2024,9/19/2024,1.696673243,1,0.75,0.8167563493,202.7027027
Elizabeth Dominic,4/20/2024,4/20/2024,1.699399468,1,0.5,0.8970621609,257.5107296
Rebekah Gage,7/20/2024,7/20/2024,1.700526214,1,0.75,0.82879534,200.4454343
Melissa Lam,12/7/2024,12/7/2024,1.700905936,1,0.75,0.6626130003,185.1851852
Ann Leach,12/7/2024,12/7/2024,1.700905936,1,0.75,0.6626130003,185.1851852
T Maton,12/7/2024,12/7/2024,1.702574066,1,0.75,0.9371907605,261.3240418
Christine Cowsert,11/16/2024,11/16/2024,1.705935258,1,0.75,0.8099387889,188.0877743
Sondre Øien,6/8/2024,6/8/2024,1.708042359,1,0.75,0.8463480512,191.0828025
Margaret Santanello,8/10/2024,8/10/2024,1.708630501,1,0.75,0.8015661086,173.9130435
Jacob Sørensen,6/1/2024,6/1/2024,1.708756883,1,0.75,0.6873398164,187.5
Andrew Kunka,3/22/2024,3/22/2024,1.710688763,1,0.75,0.8680353545,181.8181818
Sherry Chang-Jerrstad,3/22/2024,3/22/2024,1.710852917,1,0.75,0.8236432317,202.020202
Kaitlyn O’Toole,9/19/2024,9/19/2024,1.711795505,1,0.75,0.9561320175,193.16507
Dawn Pavelski,1/26/2025,1/26/2025,1.713493094,1,1,0.8124605919,187.8333333
Justin Morris,12/7/2024,12/7/2024,1.715021338,1,0.75,0.6626130003,186.7219917
Jim Bob Hoggan,9/7/2024,9/7/2024,1.716219398,1,0.5,0.967142036,192.910188
Cindy Hernandez,3/9/2024,6/1/2024,1.716376008,2,0.375,0.8409901121,139.9166667
Leah Palmer,1/26/2025,1/26/2025,1.716381858,1,1,0.8124605919,188.15
Susie Peat,3/22/2024,3/22/2024,1.72245192,1,0.75,0.8236432317,203.3898305
Jennifer Robinson,1/26/2025,1/26/2025,1.72535223,1,1,0.8124605919,189.1333333
Kevin Stone,9/19/2024,9/19/2024,1.725394271,1,0.75,0.7268214647,184.6938776
Nancy Wilson,10/19/2024,10/19/2024,1.725529799,1,0.25,0.855579638,167.5833333
Shelley Lowery,11/2/2024,11/2/2024,1.727475524,1,0.75,0.9382762615,188.6792453
Tiffany Perry,9/27/2024,9/27/2024,1.733824927,1,0.75,0.7897484647,205.2333333
Anne Grethe Kahl,6/1/2024,6/1/2024,1.734264919,1,0.75,0.7426757369,171.4285714
Ana Vragović,9/18/2024,9/18/2024,1.736059504,1,0.75,0.8342361674,134.7305389
Francisco de Asís Aguilera Bravo,11/16/2024,11/16/2024,1.737585041,1,0.75,0.8597844945,260.4166667
Laura Lyman,1/4/2025,2/8/2025,1.737899539,2,0.25,0.8759026926,160.4416667
Caroline Feldner,9/27/2024,9/27/2024,1.739216698,1,0.75,1.057734989,209.1333333
Terry Reimer,3/22/2024,3/22/2024,1.740148344,1,0.75,0.8236432317,205.4794521
Ella Herbig,12/7/2024,12/7/2024,1.740295337,1,0.75,0.6626130003,189.4736842
Belén Ricote Belinchón,6/15/2024,6/15/2024,1.741010266,1,0.75,0.8884098359,241.9354839
Robin Jonsson,3/9/2024,3/9/2024,1.741370857,1,0.75,0.6661294073,170.9401709
Nathja Lund-Jørgensen,6/1/2024,6/1/2024,1.741408288,1,0.75,0.6873398164,191.0828025
Tanya Bush,6/21/2024,6/21/2024,1.743641283,1,0.5,0.9335207848,196.7213115
Doaa Ibrahim,7/20/2024,7/20/2024,1.744248282,1,0.75,#NUM!,389.6103896
Julia Runeson,10/12/2024,10/12/2024,1.745430261,1,0.5,0.783371577,568.1818182
Alfredo Sánchez Gómez,6/15/2024,1/25/2025,1.745530115,2,0.75,0.905785544,244.8448118
Renee Riches,12/7/2024,12/7/2024,1.747653879,1,0.75,0.6626130003,190.2748414
May Lo,12/7/2024,12/7/2024,1.751356536,1,0.75,0.6626130003,190.6779661
Fernando Ferrero Ruiz,9/19/2024,9/19/2024,1.754053026,1,0.75,0.9561320175,195.7113683
Aymeric Lhullier,9/18/2024,9/18/2024,1.754780668,1,0.75,0.8181767181,148.5148515
Seda Gürsel,9/19/2024,9/19/2024,1.755240124,1,0.75,0.8013138705,147.5409836
Chris Chan,9/27/2024,2/21/2025,1.757869686,2,0.625,0.9670734848,169.45
Shruti Parpattedar,5/11/2024,5/11/2024,1.758004036,1,0.5,0.8218270074,140.3333333
Cemile Laitinen,5/18/2024,5/18/2024,1.765583522,1,0.75,0.8569796897,355.0295858
Linda Girard,9/14/2024,12/7/2024,1.765959855,3,0.25,0.8479252934,155.9111111
María del Pilar Barreto Sarmiento,7/26/2024,1/2/2025,1.766457672,2,0.75,#NUM!,316.2771063
Sascha Väth,10/5/2024,2/8/2025,1.767207161,2,0.75,0.7157998914,256.3421914
Javier Montalvo Espinosa,11/16/2024,11/16/2024,1.768284424,1,0.75,0.8597844945,265.0176678
Beatrice Andrea Johannessen,6/8/2024,6/8/2024,1.770050498,1,0.75,0.8463480512,198.019802
Laura Kooy,3/9/2024,1/10/2025,1.771763867,12,0.2727272727,0.8752630281,166.5320513
Juan Expósito Artiles,12/28/2024,12/28/2024,1.772775404,1,0.75,0.8955293962,235.1097179
Chris Hansen,3/22/2024,10/19/2024,1.77494107,3,0.5416666667,0.8895629121,211.5219103
Haitham Mohamed,7/20/2024,7/20/2024,1.778902222,1,0.75,#NUM!,397.3509934
Ishavasyam Dash,9/18/2024,9/18/2024,1.780309175,1,0.75,0.7845964089,199.1150442
Alida Tustison,3/22/2024,3/22/2024,1.780843192,1,0.75,0.8680353545,189.2744479
David Harris,8/10/2024,11/9/2024,1.781625648,4,0.5625,0.8939271889,169.5537634
Kathleen Strehlow,2/21/2025,2/21/2025,1.782175543,1,0.5,0.9560858073,162.9833333
Audre Slusher,11/2/2024,11/2/2024,1.783562392,1,0.75,0.9382762615,194.8051948
Lisa Proeber,10/12/2024,10/12/2024,1.785364861,1,0.75,0.7989872303,219.7802198
Candice Christensen,9/7/2024,9/7/2024,1.787918623,1,0.75,0.9146474431,240.9638554
Lobna Hammad,7/20/2024,7/20/2024,1.79076157,1,0.75,#NUM!,400
Angella Hall,4/13/2024,4/13/2024,1.796677312,1,0.25,0.8458277798,148.4166667
